year,month,day,customer_segment,customer_type,product_segment,product_type,manager,company,service,retail,customerType,unit,product,region,customer,sales,amount,profit
2012,1,1,C,ABC классификация,Овощи/фрукты,Категория,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ярославская обл,Покупатель №286,75000.0,1.5,8934.09
2012,1,1,Крупный опт,Папка 1С,Молочка,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №859,57000.0,1.5,9292.26
2012,1,1,Московская обл,Регион,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №56, т",Московская обл,ПокупательПоставщик №838,3840.0,3.2,3840.0
2012,1,1,Ярославская обл,Регион,Мясные консервы,Папка 1С,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8725, т",Ярославская обл,Покупатель №323,1244560.0,35.6,240131.58
2012,2,1,B,ABC классификация,Овощи/фрукты,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №12274, т",Московская обл,Покупатель №1312,1509275.0,40.0,473275.0
2012,2,1,C,ABC классификация,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ивановская обл,Покупатель №172,11400.0,0.3,1889.79
2012,2,1,Ивановская обл,Регион,Сыры,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ивановская обл,Покупатель №172,11400.0,0.3,1889.79
2012,2,1,Мелкий опт,Папка 1С,Молочка,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №1145,400.0,0.01,82.88
2012,2,1,Поставщики,Папка 1С,Колбасное производство,Папка 1С,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №176, т",Московская обл,ПокупательПоставщик №838,119304.0,99.42,119304.0
2012,2,1,Ярославская обл,Регион,Бакалея,Категория,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ярославская обл,Покупатель №809,7600000.0,200.0,1554685.58
2012,3,1,A,ABC классификация,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №174, т",Московская обл,ПокупательПоставщик №838,600902.4,500.75,600902.4
2012,3,1,C,ABC классификация,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №147,699751.01,18.0,121806.27
2012,3,1,Ивановская обл,Регион,Услуги,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №4507, т",Ивановская обл,Покупатель №964,27318.0,0.94,14203.87
2012,3,1,Московская обл,Регион,Бакалея,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Московская обл,Покупатель №175,720000.0,20.0,-30957.04
2012,3,1,Ритейл,Папка 1С,Овощи/фрукты,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ивановская обл,Покупатель №1032,50000.0,1.0,8236.62
2012,3,1,Ярославская обл,Регион,Сыры,Папка 1С,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ярославская обл,Покупатель №1193,614264.64,16.0,100658.87
2012,4,1,C,ABC классификация,Овощи,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Московская обл,Покупатель №859,5000.0,0.1,969.28
2012,4,1,Вологодская обл,Регион,Сыры,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Вологодская обл,Покупатель №1166,800.0,0.02,143.78
2012,4,1,Крупный опт,Папка 1С,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Московская обл,Покупатель №808,140000.0,2.0,15645.71
2012,4,1,Ритейл,Папка 1С,Консервы,Категория,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1542, т",Ярославская обл,Покупатель №132,830000.0,20.0,236993.06
2012,5,1,A,ABC классификация,Колбасное производство,Папка 1С,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №141, т",Московская обл,ПокупательПоставщик №838,12486.0,10.4,12486.0
2012,5,1,C,ABC классификация,Крепкие алкогольные напитки,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №681, т",Московская обл,Покупатель №1324,117000.0,5.0,31000.0
2012,5,1,Ивановская обл,Регион,Бакалея,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,Покупатель №1313,18500.0,0.5,1968.83
2012,5,1,Мелкий опт,Папка 1С,Кофе,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Московская обл,Покупатель №1159,7400.0,0.2,815.14
2012,5,1,Поставщики,Папка 1С,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Московская обл,ПокупательПоставщик №838,102600.0,3.0,102600.0
2012,5,1,Торговые сети,Папка 1С,Россия,Происхождение,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ярославская обл,Покупатель №325,895128.07,21.0,210448.79
2012,6,1,A,ABC классификация,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №242, т",Московская обл,ПокупательПоставщик №838,7656.0,6.38,7656.0
2012,6,1,C,ABC классификация,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Московская обл,Покупатель №1159,7400.0,0.2,911.82
2012,6,1,Ивановская обл,Регион,Кофе,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,Покупатель №122,811243.44,20.0,162425.66
2012,6,1,Крупный опт,Папка 1С,Молочка,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9064, т",Вологодская обл,Покупатель №129,124605.0,3.51,13473.78
2012,6,1,Московская обл,Регион,Производство,Категория,Петров,ООО Опт,Услуга,Прочее,Внешние,МВт,"Услуга №202, МВт",Московская обл,ПокупательПоставщик №735,16601.49,8.53,16601.49
2012,6,1,Торговые сети,Папка 1С,Кофе,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,Покупатель №122,811243.44,20.0,162425.66
2012,7,1,A,ABC классификация,Россия,Происхождение,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №3866, т",Ивановская обл,ПокупательПоставщик №448,584240.0,8.72,52320.0
2012,7,1,C,ABC классификация,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2373, шт",Ивановская обл,Покупатель №88,46969.92,13536.0,2301.12
2012,7,1,Вологодская обл,Регион,Соки/воды,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2380, шт",Вологодская обл,Покупатель №89,50457.6,1728.0,15364.85
2012,7,1,Крупный опт,Папка 1С,Россия,Происхождение,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ярославская обл,ПокупательПоставщик №531,210000.0,3.0,17027.31
2012,7,1,Московская обл,Регион,Россия,Происхождение,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Московская обл,Покупатель №175,760000.0,20.0,156378.15
2012,7,1,Ярославская обл,Регион,Россия,Происхождение,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ярославская обл,Покупатель №653,11400.0,0.3,1364.79
2012,8,1,C,ABC классификация,Бакалея,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2371, шт",Ивановская обл,Покупатель №88,26017.2,11880.0,2019.6
2012,8,1,C,ABC классификация,Услуги,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №4507, т",Ивановская обл,Покупатель №1313,4553.0,0.16,2367.31
2012,8,1,Ивановская обл,Регион,Сыры,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ивановская обл,Покупатель №739,60800.0,1.6,9527.74
2012,8,1,Мелкий опт,Папка 1С,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2337, шт",Вологодская обл,Покупатель №89,91368.0,33840.0,19288.8
2012,8,1,Поставщики,Папка 1С,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №176, т",Московская обл,ПокупательПоставщик №838,125040.0,104.2,125040.0
2012,8,1,Ярославская обл,Регион,Услуги,Папка 1С,Алексеев,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Ярославская обл,ПокупательПоставщик №212,116820.0,2.0,116820.0
2012,9,1,B,ABC классификация,Мясные консервы,Папка 1С,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8725, т",Ярославская обл,Покупатель №395,710600.0,18.7,178386.92
2012,9,1,C,ABC классификация,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ивановская обл,Покупатель №93,95000.0,2.0,10146.3
2012,9,1,Ивановская обл,Регион,Алкоголь,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №639, т",Ивановская обл,ПокупательПоставщик №448,59660.0,3.14,9058.16
2012,9,1,Индивидуальные предприниматели,Папка 1С,Молочка,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2345, шт",Московская обл,Покупатель №1316,25000.0,2.0,300.0
2012,9,1,Мелкий опт,Папка 1С,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2371, шт",Ивановская обл,Покупатель №88,26017.2,11880.0,2851.2
2012,9,1,Поставщики,Папка 1С,Хлеб,Папка 1С,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ярославская обл,ПокупательПоставщик №533,68200.0,1.0,7501.21
2012,9,1,Ярославская обл,Регион,Консервы,Категория,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8725, т",Ярославская обл,Покупатель №395,710600.0,18.7,178386.92
2012,10,1,A,ABC классификация,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Московская обл,Покупатель №214,400902.33,6.0,42705.81
2012,10,1,C,ABC классификация,Молочка,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ивановская обл,Покупатель №32,774358.8,20.0,181599.59
2012,10,1,Вологодская обл,Регион,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №8982, шт",Вологодская обл,Покупатель №420,39900.0,105000.0,5250.0
2012,10,1,Индивидуальные предприниматели,Папка 1С,Кофе,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,ПокупательПоставщик №710,144000.0,4.0,24059.14
2012,10,1,Московская обл,Регион,Бакалея,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Московская обл,Покупатель №396,761143.36,20.0,163563.42
2012,10,1,Поставщики,Папка 1С,Хлеб,Папка 1С,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ярославская обл,ПокупательПоставщик №533,68200.0,1.0,8662.18
2012,10,1,Торговые сети,Папка 1С,Россия,Происхождение,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №101,413287.69,11.0,83759.96
2012,11,1,A,ABC классификация,Производство,Категория,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №176, т",Московская обл,ПокупательПоставщик №838,96192.0,80.16,96192.0
2012,11,1,C,ABC классификация,Молочная продукция,Папка 1С,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №2332, т",Ярославская обл,Покупатель №51,3100.0,0.1,833.73
2012,11,1,Вологодская обл,Регион,Овощи/фрукты,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Вологодская обл,Покупатель №855,20000.0,0.4,3214.06
2012,11,1,Индивидуальные предприниматели,Папка 1С,Молочка,Категория,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №2332, т",Ярославская обл,Покупатель №938,795412.0,27.43,173735.13
2012,11,1,Мелкий опт,Папка 1С,Услуги,Папка 1С,Смирнов,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Ярославская обл,Покупатель №321,15000.0,3.0,15000.0
2012,11,1,Поставщики,Папка 1С,Производство,Категория,Иванов,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Московская обл,ПокупательПоставщик №838,137480.0,4.0,137480.0
2012,11,1,Торговые сети,Папка 1С,Свое производство,Происхождение,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №3237, т",Ивановская обл,ПокупательПоставщик №614,170175.5,5.0,69576.55
2012,12,1,A,ABC классификация,Рыбные консервы,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1542, т",Ивановская обл,ПокупательПоставщик №710,1960686.0,46.68,138218.81
2012,12,1,C,ABC классификация,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1542, т",Ивановская обл,Покупатель №1313,12600.0,0.3,888.24
2012,12,1,Ивановская обл,Регион,Молочная продукция,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №2332, т",Ивановская обл,Покупатель №416,139500.0,4.5,37527.86
2012,12,1,Крупный опт,Папка 1С,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Вологодская обл,ПокупательПоставщик №159,276000.0,6.0,27272.86
2012,12,1,Поставщики,Папка 1С,Кофе,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2373, шт",Московская обл,ПокупательПоставщик №735,21319.2,6768.0,473.76
2012,12,1,Ярославская обл,Регион,Бакалея,Категория,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ярославская обл,Покупатель №1286,1673238.6,40.0,456967.56
2013,1,1,B,ABC классификация,Бакалея,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ивановская обл,Покупатель №911,375.0,0.01,67.28
2013,1,1,C,ABC классификация,Россия,Происхождение,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2383, шт",Московская обл,Покупатель №37,27000.0,2250.0,10004.76
2013,1,1,Ивановская обл,Регион,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,Покупатель №1155,2158310.0,61.67,271451.97
2013,1,1,Крупный опт,Папка 1С,Свое производство,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №2332, т",Ивановская обл,Покупатель №416,150000.0,5.0,36215.8
2013,1,1,Московская обл,Регион,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Московская обл,ПокупательПоставщик №838,299780.0,8.0,299780.0
2013,1,1,Ярославская обл,Регион,Бакалея,Категория,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ярославская обл,Покупатель №325,762441.12,20.0,141369.43
2013,2,1,A,ABC классификация,Хлеб,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Московская обл,Покупатель №101,681593.4,10.0,61099.67
2013,2,1,C,ABC классификация,Россия,Происхождение,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2329, шт",Московская обл,Покупатель №37,15048.0,1320.0,4923.98
2013,2,1,Ивановская обл,Регион,Производство,Категория,Иванов,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Ивановская обл,ПокупательПоставщик №403,288000.0,6.0,288000.0
2013,2,1,Крупный опт,Папка 1С,Производство,Категория,Иванов,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Вологодская обл,ПокупательПоставщик №157,44800.0,4.0,44800.0
2013,2,1,Московская обл,Регион,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №174, т",Московская обл,ПокупательПоставщик №838,251520.0,209.6,251520.0
2013,2,1,Ритейл,Папка 1С,Соки-воды,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2379, шт",Московская обл,Покупатель №37,3500.0,500.0,1062.98
2013,3,1,A,ABC классификация,Консервы,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8725, т",Московская обл,Покупатель №413,3958500.0,113.1,570180.76
2013,3,1,C,ABC классификация,Консервы,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1542, т",Ивановская обл,Покупатель №739,15400.0,0.35,1536.59
2013,3,1,C,ABC классификация,Соки/воды,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2322, шт",Московская обл,Покупатель №34,40000.0,5000.0,16124.89
2013,3,1,Ивановская обл,Регион,Рыбные консервы,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1542, т",Ивановская обл,Покупатель №739,15400.0,0.35,1536.59
2013,3,1,Крупный опт,Папка 1С,Россия,Происхождение,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8725, т",Ярославская обл,Покупатель №914,735490.0,18.62,171917.6
2013,3,1,Московская обл,Регион,Соки-воды,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2383, шт",Московская обл,Покупатель №37,4860.0,405.0,1780.67
2013,3,1,Ритейл,Папка 1С,Соки-воды,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2382, шт",Московская обл,Покупатель №1029,2550.0,150.0,1449.35
2013,4,1,A,ABC классификация,Колбасное производство,Папка 1С,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №252, т",Московская обл,ПокупательПоставщик №838,59150.0,45.5,59150.0
2013,4,1,C,ABC классификация,Бакалея,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ивановская обл,Покупатель №75,140000.0,2.0,14873.75
2013,4,1,C,ABC классификация,Россия,Происхождение,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ярославская обл,Покупатель №898,189000.0,2.7,23075.12
2013,4,1,Ивановская обл,Регион,Бакалея,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ивановская обл,Покупатель №75,140000.0,2.0,14873.75
2013,4,1,Индивидуальные предприниматели,Папка 1С,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ивановская обл,ПокупательПоставщик №710,1362690.0,30.28,114135.69
2013,4,1,Мелкий опт,Папка 1С,Молочная продукция,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №2332, т",Ивановская обл,Покупатель №98,32100.0,1.07,8087.02
2013,4,1,Московская обл,Регион,Соки/воды,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №4438, шт",Московская обл,Покупатель №37,8052.0,366.0,2685.7
2013,4,1,Ритейл,Папка 1С,Соки/воды,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2324, шт",Московская обл,Покупатель №37,37376.0,2336.0,21294.6
2013,4,1,Ярославская обл,Регион,Хлеб,Папка 1С,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ярославская обл,Покупатель №898,189000.0,2.7,23075.12
2013,5,1,B,ABC классификация,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Вологодская обл,ПокупательПоставщик №678,80000.0,2.0,11938.68
2013,5,1,C,ABC классификация,Россия,Происхождение,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ярославская обл,Покупатель №653,113220.0,3.06,14804.28
2013,5,1,Вологодская обл,Регион,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2382, шт",Вологодская обл,Покупатель №910,17220.0,1050.0,9474.94
2013,5,1,Индивидуальные предприниматели,Папка 1С,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,ПокупательПоставщик №710,217692.0,6.05,21784.16
2013,5,1,Мелкий опт,Папка 1С,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Московская обл,Покупатель №94,34500.0,0.5,2742.53
2013,5,1,Московская обл,Регион,Соки/воды,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №1551, шт",Московская обл,Покупатель №37,534.0,12.0,176.25
2013,5,1,Ритейл,Папка 1С,Соки-воды,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2291, шт",Московская обл,Покупатель №37,4417.5,155.0,1387.38
2013,5,1,Ярославская обл,Регион,Россия,Происхождение,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Ярославская обл,Покупатель №11,78750.0,1.05,11539.8
2013,6,1,B,ABC классификация,Овощи,Папка 1С,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ярославская обл,Покупатель №11,38600.0,0.8,5212.77
2013,6,1,C,ABC классификация,Овощи,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Вологодская обл,Покупатель №1208,141900.0,3.0,17318.77
2013,6,1,Вологодская обл,Регион,Овощи,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Вологодская обл,Покупатель №1208,141900.0,3.0,17318.77
2013,6,1,Индивидуальные предприниматели,Папка 1С,Соки/воды,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2382, шт",Ивановская обл,ПокупательПоставщик №710,68400.0,4500.0,35114.29
2013,6,1,Мелкий опт,Папка 1С,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Московская обл,Покупатель №94,7300.0,0.1,931.78
2013,6,1,Московская обл,Регион,Россия,Происхождение,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №1028,454138.72,10.0,103556.87
2013,6,1,Торговые сети,Папка 1С,Бакалея,Категория,Смирнов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ярославская обл,Покупатель №1197,775485.98,21.0,61658.35
2013,6,1,Ярославская обл,Регион,Соки-воды,Папка 1С,Алексеев,ООО Опт,Товар,Прочее,Внешние,шт,"Товар №2292, шт",Ярославская обл,Покупатель №1169,540.0,45.0,175.31
2013,7,1,A,ABC классификация,Сыры,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №396,885022.72,20.0,171071.62
2013,7,1,C,ABC классификация,Производство,Категория,Сидоров,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Московская обл,Покупатель №627,80000.0,1.0,80000.0
2013,7,1,Ивановская обл,Регион,Бакалея,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Ивановская обл,ПокупательПоставщик №710,628041.15,17.34,73971.71
2013,7,1,Крупный опт,Папка 1С,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Вологодская обл,ПокупательПоставщик №134,204000.0,6.0,15769.3
2013,7,1,Московская обл,Регион,Производство,Категория,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №256, т",Московская обл,ПокупательПоставщик №838,123552.0,102.96,123552.0
2013,7,1,Ритейл,Папка 1С,Россия,Происхождение,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Московская обл,ПокупательПоставщик №23,880829.5,20.37,57406.49
2013,8,1,A,ABC классификация,Колбасное производство,Папка 1С,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №256, т",Московская обл,ПокупательПоставщик №838,535632.0,446.36,535632.0
2013,8,1,C,ABC классификация,Бакалея,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Вологодская обл,Покупатель №912,183600.0,5.1,14050.45
2013,8,1,C,ABC классификация,Хлеб,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №9997, т",Московская обл,Покупатель №913,15000.0,0.2,2896.83
2013,8,1,Индивидуальные предприниматели,Папка 1С,Свое производство,Происхождение,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №2332, т",Ярославская обл,Покупатель №938,430969.0,14.86,97457.87
2013,8,1,Мелкий опт,Папка 1С,Производство,Категория,Иванов,ООО Опт,Услуга,Прочее,Внешние,шт,"Услуга №287, шт",Ивановская обл,Покупатель №1207,17000.0,1.0,17000.0
2013,8,1,Поставщики,Папка 1С,Услуги,Папка 1С,Петров,ООО Опт,Услуга,Прочее,Внешние,МВт,"Услуга №202, МВт",Московская обл,ПокупательПоставщик №735,36724.4,8.03,36724.4
2013,8,1,Ярославская обл,Регион,Россия,Происхождение,Алексеев,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ярославская обл,Покупатель №11,173600.0,3.7,20819.07
2013,9,1,A,ABC классификация,Россия,Происхождение,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ивановская обл,ПокупательПоставщик №614,1854889.73,40.62,249908.73
2013,9,1,B,ABC классификация,Сыры,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Вологодская обл,ПокупательПоставщик №678,38000.0,1.0,4795.37
2013,9,1,C,ABC классификация,Сыры,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Ивановская обл,Покупатель №1164,38000.0,1.0,4866.82
2013,9,1,Ивановская обл,Регион,Овощи/фрукты,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Ивановская обл,ПокупательПоставщик №710,4049620.25,90.36,378255.21
2013,9,1,Крупный опт,Папка 1С,Овощи,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Вологодская обл,ПокупательПоставщик №159,9200.0,0.2,1039.05
2013,9,1,Московская обл,Регион,Молочка,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №214,926831.32,20.5,222638.98
2013,9,1,Поставщики,Папка 1С,Свои услуги,Происхождение,Иванов,ООО Опт,Услуга,Прочее,Внешние,т,"Услуга №256, т",Московская обл,ПокупательПоставщик №838,284400.0,237.0,284400.0
2013,9,1,Торговые сети,Папка 1С,Сыры,Папка 1С,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Московская обл,Покупатель №214,926831.32,20.5,222638.98
2013,10,1,A,ABC классификация,Овощи/фрукты,Категория,Иванов,ООО Опт,Товар,Прочее,Внешние,т,"Товар №1018, т",Московская обл,Покупатель №214,364807.87,8.0,31125.72
2013,10,1,C,ABC классификация,Молочка,Категория,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №8924, т",Вологодская обл,Покупатель №602,19950.0,0.53,2567.25
2013,10,1,Вологодская обл,Регион,Кофе,Папка 1С,Петров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №5093, т",Вологодская обл,Покупатель №584,1705355.52,40.0,408003.78
