year,month,day,customer_segment,customer_type,product_segment,product_type,manager,company,service,retail,customerType,unit,product,region,customer,sales,amount,profit
2017,11,16,Розница,ABC классификация,Бакалея,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,шт,"Товар №606, шт",Вологодская обл,Магазин 1,35.0,1.0,17.46
2017,11,16,Розница,ABC классификация,Бакалея,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,шт,"Товар №8367, шт",Ярославская обл,Магазин 8,44.0,1.0,17.24
2017,11,16,Розница,ABC классификация,Импорт,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10006, кг",Ивановская обл,Магазин 6,235.18,0.44,143.18
2017,11,16,Розница,ABC классификация,Консервы,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №607, кг",Ивановская обл,Магазин 2,340.75,0.23,157.53
2017,11,16,Розница,ABC классификация,Консервы,Категория,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №8275, кг",Ивановская обл,Магазин 6,703.88,0.59,387.91
2017,11,16,Розница,ABC классификация,Овощи,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №1347, шт",Ивановская обл,Магазин 2,53.0,53.0,-7.8
2017,11,16,Розница,ABC классификация,Овощи/фрукты,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1057, кг",Ярославская обл,Магазин 4,191.7,0.35,117.89
2017,11,16,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 10,ООО Розница,Товар,Розница,Внешние,л,"Товар №7489, л",Ярославская обл,Магазин10,121.98,1.0,60.0
2017,11,16,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №12564, л",Ярославская обл,Магазин 4,714.61,5.5,325.2
2017,11,16,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №445, л",Ивановская обл,Магазин 6,324.84,2.5,164.38
2017,11,16,Розница,ABC классификация,Россия,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №434, кг",Вологодская обл,Магазин 1,239.11,0.61,47.0
2017,11,16,Розница,ABC классификация,Россия,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №450, шт",Ивановская обл,Магазин 2,650.0,5.0,146.6
2017,11,16,Розница,ABC классификация,Россия,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №8374, кг",Ярославская обл,Магазин 4,144.0,0.24,59.07
2017,11,16,Розница,ABC классификация,Россия,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,шт,"Товар №712, шт",Ивановская обл,Магазин 6,115.99,1.0,12.58
2017,11,16,Розница,ABC классификация,Рыбные консервы,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9666, кг",Вологодская обл,Магазин 1,85.5,0.1,44.96
2017,11,16,Розница,ABC классификация,Рыбные консервы,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №8275, кг",Ярославская обл,Магазин 4,881.11,0.75,476.86
2017,11,16,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №473, л",Вологодская обл,Магазин 1,762.97,5.5,416.75
2017,11,16,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №10644, л",Ярославская обл,Магазин 4,1594.55,14.5,784.63
2017,11,16,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12524, кг",Ярославская обл,Магазин 8,354.0,0.24,168.41
2017,11,16,Розница,ABC классификация,Сыры,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10849, кг",Ярославская обл,Магазин 8,74.1,0.11,34.06
2017,11,16,Розница,ABC классификация,Хлеб,Папка 1С,Кассир № 7,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9626, кг",Московская обл,Магазин 7,139.3,0.4,85.62
2017,11,16,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №438, л",Ивановская обл,Магазин 2,227.97,1.5,126.07
2017,11,16,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №10765, шт",Ярославская обл,Магазин 4,1919.22,8.0,843.51
2017,11,16,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 7,ООО Розница,Товар,Розница,Внешние,шт,"Товар №10865, шт",Московская обл,Магазин 7,500.0,5.0,150.0
2017,11,16,Свои розничные магазины,Папка 1С,Бакалея,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,шт,"Товар №12507, шт",Московская обл,Магазин 3,40.0,2.0,13.1
2017,11,16,Свои розничные магазины,Папка 1С,Импорт,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №14, л",Ивановская обл,Магазин 2,120.0,1.0,62.53
2017,11,16,Свои розничные магазины,Папка 1С,Импорт,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,шт,"Товар №2685, шт",Ярославская обл,Магазин 8,45.0,3.0,21.0
2017,11,16,Свои розничные магазины,Папка 1С,Консервы,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12416, кг",Ярославская обл,Магазин 4,319.7,0.2,127.96
2017,11,16,Свои розничные магазины,Папка 1С,Консервы,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,шт,"Товар №9140, шт",Ярославская обл,Магазин 8,93.0,1.0,25.05
2017,11,16,Свои розничные магазины,Папка 1С,Овощи,Папка 1С,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №497, кг",Ивановская обл,Магазин 6,165.94,0.43,101.91
2017,11,16,Свои розничные магазины,Папка 1С,Овощи/фрукты,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10776, кг",Ярославская обл,Магазин 8,29.16,0.05,17.79
2017,11,16,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №9568, л",Ивановская обл,Магазин 2,1007.94,9.0,527.68
2017,11,16,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №266, шт",Ярославская обл,Магазин 4,96.0,2.0,29.91
2017,11,16,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №10457, л",Ярославская обл,Магазин 8,287.79,2.0,137.87
2017,11,16,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9665, кг",Ярославская обл,Магазин10,78.0,0.06,39.89
2017,11,16,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №7752, кг",Московская обл,Магазин 3,125.88,0.07,46.46
2017,11,16,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №9572, шт",Ярославская обл,Магазин 4,44.0,1.0,18.7
2017,11,16,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12527, кг",Ярославская обл,Магазин 8,110.0,0.1,63.51
2017,11,16,Свои розничные магазины,Папка 1С,Рыбные консервы,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №7752, кг",Ивановская обл,Магазин 2,248.0,0.14,91.43
2017,11,16,Свои розничные магазины,Папка 1С,Рыбные консервы,Папка 1С,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №8375, кг",Ивановская обл,Магазин 6,118.48,0.1,66.12
2017,11,16,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №10803, л",Ивановская обл,Магазин 2,299.98,2.0,149.98
2017,11,16,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №12024, л",Вологодская обл,Магазин 5,419.83,3.0,216.25
2017,11,16,Свои розничные магазины,Папка 1С,Соки-воды,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №714, шт",Ярославская обл,Магазин 4,111.0,1.0,19.56
2017,11,16,Свои розничные магазины,Папка 1С,Хлеб,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №8368, шт",Ивановская обл,Магазин 2,80.0,2.0,26.67
2017,11,16,Ярославская обл,Регион,Алкоголь,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №489, шт",Ярославская обл,Магазин10,249.58,2.0,65.5
2017,11,16,Ярославская обл,Регион,Алкоголь,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №9939, л",Ярославская обл,Магазин 8,279.74,2.0,163.73
2017,11,16,Ярославская обл,Регион,Импорт,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №9939, л",Ярославская обл,Магазин 8,279.74,2.0,163.73
2017,11,16,Ярославская обл,Регион,Овощи,Папка 1С,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №6748, кг",Ярославская обл,Магазин10,38.22,0.1,21.82
2017,11,16,Ярославская обл,Регион,Пиво,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №2621, л",Ярославская обл,Магазин 4,524.54,7.5,390.47
2017,11,16,Ярославская обл,Регион,Россия,Происхождение,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №501, кг",Ярославская обл,Магазин10,165.6,0.14,85.48
2017,11,16,Ярославская обл,Регион,Россия,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №9569, шт",Ярославская обл,Магазин 4,63.75,1.0,7.93
2017,11,16,Ярославская обл,Регион,Рыбные консервы,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9666, кг",Ярославская обл,Магазин 4,189.0,0.21,99.38
2017,11,16,Ярославская обл,Регион,Свое производство,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №11, л",Ярославская обл,Магазин 8,2338.23,19.5,1234.38
2017,11,17,A,ABC классификация,Пиво,Папка 1С,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №12666, т",Московская обл,Покупатель №101,353939.82,5.0,26439.82
2017,11,17,Вологодская обл,Регион,Алкоголь,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №12575, л",Вологодская обл,Магазин 5,399.98,2.5,210.94
2017,11,17,Вологодская обл,Регион,Импорт,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №9775, л",Вологодская обл,Магазин 1,130.0,1.0,75.0
2017,11,17,Вологодская обл,Регион,Молочка,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №13195, кг",Вологодская обл,Магазин 5,114.57,0.2,52.03
2017,11,17,Вологодская обл,Регион,Пиво,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,шт,"Товар №9983, шт",Вологодская обл,Магазин 1,140.0,2.0,32.8
2017,11,17,Вологодская обл,Регион,Россия,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9667, кг",Вологодская обл,Магазин 1,435.63,0.51,223.89
2017,11,17,Вологодская обл,Регион,Рыбные консервы,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №591, кг",Вологодская обл,Магазин 1,300.0,0.25,150.41
2017,11,17,Вологодская обл,Регион,Свое производство,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №315, л",Вологодская обл,Магазин 5,440.9,3.5,250.8
2017,11,17,Ивановская обл,Регион,Алкоголь,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №5090, л",Ивановская обл,Магазин 2,1359.96,4.0,542.18
2017,11,17,Ивановская обл,Регион,Бакалея,Категория,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №132, кг",Ивановская обл,Магазин 6,110.25,0.24,59.59
2017,11,17,Ивановская обл,Регион,Консервы,Категория,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №501, кг",Ивановская обл,Магазин 6,282.89,0.24,145.92
2017,11,17,Ивановская обл,Регион,Пиво,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №315, л",Ивановская обл,Магазин 2,1448.16,11.5,823.52
2017,11,17,Ивановская обл,Регион,Россия,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №4651, кг",Ивановская обл,Магазин 2,57.4,0.16,41.45
2017,11,17,Ивановская обл,Регион,Россия,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,шт,"Товар №515, шт",Ивановская обл,Магазин 6,88.0,2.0,35.74
2017,11,17,Ивановская обл,Регион,Свое производство,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №10442, л",Ивановская обл,Магазин 6,139.89,1.0,78.39
2017,11,17,Московская обл,Регион,Алкоголь,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №10858, л",Московская обл,Магазин 3,199.98,1.0,79.98
2017,11,17,Московская обл,Регион,Бакалея,Категория,Сидоров,ООО Опт,Товар,Прочее,Внешние,т,"Товар №12662, т",Московская обл,Покупатель №101,347940.84,4.0,47940.84
2017,11,17,Московская обл,Регион,Овощи,Папка 1С,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №11782, кг",Московская обл,Магазин 3,109.98,0.28,62.8
2017,11,17,Московская обл,Регион,Пиво,Папка 1С,Кассир № 7,ООО Розница,Товар,Розница,Внешние,л,"Товар №441, л",Московская обл,Магазин 7,35.0,0.5,24.51
2017,11,17,Московская обл,Регион,Россия,Происхождение,Кассир № 7,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9667, кг",Московская обл,Магазин 7,55.25,0.07,28.42
2017,11,17,Московская обл,Регион,Свое производство,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №9661, л",Московская обл,Магазин 3,5093.22,43.5,2167.49
2017,11,17,Розница,ABC классификация,Алкоголь,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №10803, л",Вологодская обл,Магазин 1,1199.87,8.0,599.87
2017,11,17,Розница,ABC классификация,Алкоголь,Категория,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №3876, л",Ивановская обл,Магазин 2,729.82,5.0,424.25
2017,11,17,Розница,ABC классификация,Алкоголь,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №441, л",Ярославская обл,Магазин 4,594.97,8.5,416.57
2017,11,17,Розница,ABC классификация,Алкоголь,Категория,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №10456, л",Ивановская обл,Магазин 6,809.23,4.5,323.81
2017,11,17,Розница,ABC классификация,Алкоголь,Категория,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №703, л",Ярославская обл,Магазин 8,120.0,1.0,64.64
2017,11,17,Розница,ABC классификация,Бакалея,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,шт,"Товар №184, шт",Московская обл,Магазин 3,100.0,2.0,38.0
2017,11,17,Розница,ABC классификация,Импорт,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №359, кг",Вологодская обл,Магазин 1,613.51,1.14,379.08
2017,11,17,Розница,ABC классификация,Импорт,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №10776, кг",Вологодская обл,Магазин 5,191.16,0.35,117.17
2017,11,17,Розница,ABC классификация,Консервы,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №501, кг",Вологодская обл,Магазин 1,562.45,0.47,290.25
2017,11,17,Розница,ABC классификация,Консервы,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,шт,"Товар №10538, шт",Московская обл,Магазин 3,55.0,1.0,21.51
2017,11,17,Розница,ABC классификация,Консервы,Категория,Кассир № 7,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9665, кг",Московская обл,Магазин 7,203.85,0.15,104.69
2017,11,17,Розница,ABC классификация,Овощи,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №359, кг",Ивановская обл,Магазин 2,346.94,0.64,214.15
2017,11,17,Розница,ABC классификация,Овощи/фрукты,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1058, кг",Ярославская обл,Магазин10,60.0,0.11,36.9
2017,11,17,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №10441, л",Вологодская обл,Магазин 1,209.99,1.5,117.33
2017,11,17,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №14, л",Ивановская обл,Магазин 2,120.0,1.0,62.75
2017,11,17,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №3829, л",Ярославская обл,Магазин 4,479.98,1.5,299.98
2017,11,17,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 5,ООО Розница,Товар,Розница,Внешние,шт,"Товар №7487, шт",Вологодская обл,Магазин 5,494.0,9.0,88.56
2017,11,17,Розница,ABC классификация,Пиво,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №4895, л",Ярославская обл,Магазин 8,1205.55,7.0,427.37
2017,11,17,Розница,ABC классификация,Россия,Происхождение,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1353, кг",Ярославская обл,Магазин10,1287.24,1.15,471.56
2017,11,17,Розница,ABC классификация,Россия,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №278, шт",Ивановская обл,Магазин 2,60.0,1.0,16.7
2017,11,17,Розница,ABC классификация,Россия,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1535, кг",Ярославская обл,Магазин 4,403.2,0.34,219.75
2017,11,17,Розница,ABC классификация,Россия,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9961, кг",Вологодская обл,Магазин 5,215.47,0.24,103.9
2017,11,17,Розница,ABC классификация,Россия,Происхождение,Кассир № 7,ООО Розница,Товар,Розница,Внешние,шт,"Товар №715, шт",Московская обл,Магазин 7,449.98,3.0,41.66
2017,11,17,Розница,ABC классификация,Рыбные консервы,Папка 1С,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12472, кг",Ярославская обл,Магазин10,254.0,1.34,115.32
2017,11,17,Розница,ABC классификация,Рыбные консервы,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №586, кг",Ярославская обл,Магазин 4,1165.27,0.75,529.81
2017,11,17,Розница,ABC классификация,Рыбные консервы,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №586, кг",Ярославская обл,Магазин 8,738.61,0.48,335.53
2017,11,17,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,л,"Товар №517, л",Ивановская обл,Магазин 2,2664.16,20.5,1389.99
2017,11,17,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 5,ООО Розница,Товар,Розница,Внешние,л,"Товар №315, л",Вологодская обл,Магазин 5,440.9,3.5,250.8
2017,11,17,Розница,ABC классификация,Свое производство,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №7489, л",Ярославская обл,Магазин 8,609.99,5.0,300.09
2017,11,17,Розница,ABC классификация,Хлеб,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,шт,"Товар №12506, шт",Вологодская обл,Магазин 1,46.0,2.0,19.07
2017,11,17,Розница,ABC классификация,Хлеб,Папка 1С,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №13101, кг",Вологодская обл,Магазин 5,45.22,0.12,23.75
2017,11,17,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №9957, л",Вологодская обл,Магазин 1,35.0,0.5,24.51
2017,11,17,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №10441, л",Московская обл,Магазин 3,279.99,2.0,156.44
2017,11,17,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №9556, шт",Ярославская обл,Магазин 4,764.97,9.0,282.38
2017,11,17,Свои розничные магазины,Папка 1С,Алкоголь,Категория,Кассир № 7,ООО Розница,Товар,Розница,Внешние,л,"Товар №10913, л",Московская обл,Магазин 7,959.66,8.0,423.43
2017,11,17,Свои розничные магазины,Папка 1С,Бакалея,Категория,Кассир № 1,ООО Розница,Товар,Розница,Внешние,шт,"Товар №185, шт",Вологодская обл,Магазин 1,45.0,1.0,15.0
2017,11,17,Свои розничные магазины,Папка 1С,Бакалея,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №4652, кг",Вологодская обл,Магазин 5,25.9,0.07,25.9
2017,11,17,Свои розничные магазины,Папка 1С,Импорт,Происхождение,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1373, кг",Ивановская обл,Магазин 2,83.46,0.21,47.56
2017,11,17,Свои розничные магазины,Папка 1С,Импорт,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №400, л",Ивановская обл,Магазин 6,699.55,5.0,390.38
2017,11,17,Свои розничные магазины,Папка 1С,Консервы,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №10538, шт",Ярославская обл,Магазин10,220.0,4.0,86.03
2017,11,17,Свои розничные магазины,Папка 1С,Консервы,Категория,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12527, кг",Вологодская обл,Магазин 5,93.5,0.09,54.08
2017,11,17,Свои розничные магазины,Папка 1С,Молочка,Категория,Кассир № 10,ООО Розница,Товар,Розница,Внешние,кг,"Товар №13198, кг",Ярославская обл,Магазин10,208.62,0.37,95.99
2017,11,17,Свои розничные магазины,Папка 1С,Овощи,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №1347, шт",Ярославская обл,Магазин 4,179.55,180.0,-26.94
2017,11,17,Свои розничные магазины,Папка 1С,Овощи/фрукты,Категория,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9112, кг",Московская обл,Магазин 3,26.52,0.07,15.08
2017,11,17,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №9661, л",Вологодская обл,Магазин 1,4807.94,37.0,2319.39
2017,11,17,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,шт,"Товар №7487, шт",Ивановская обл,Магазин 2,1365.0,21.0,418.97
2017,11,17,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №491, шт",Ярославская обл,Магазин 4,85.0,1.0,26.35
2017,11,17,Свои розничные магазины,Папка 1С,Пиво,Папка 1С,Кассир № 6,ООО Розница,Товар,Розница,Внешние,шт,"Товар №221, шт",Ивановская обл,Магазин 6,7787.91,49.0,2919.33
2017,11,17,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,кг,"Товар №12529, кг",Вологодская обл,Магазин 1,68.75,0.06,38.99
2017,11,17,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 10,ООО Розница,Товар,Розница,Внешние,шт,"Товар №8367, шт",Ярославская обл,Магазин10,44.0,1.0,17.35
2017,11,17,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,кг,"Товар №328, кг",Московская обл,Магазин 3,291.55,0.59,130.71
2017,11,17,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №12506, шт",Ярославская обл,Магазин 4,23.0,1.0,9.53
2017,11,17,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,кг,"Товар №1430, кг",Ивановская обл,Магазин 6,65.61,0.24,35.09
2017,11,17,Свои розничные магазины,Папка 1С,Россия,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9776, кг",Ярославская обл,Магазин 8,96.52,0.25,50.7
2017,11,17,Свои розничные магазины,Папка 1С,Рыбные консервы,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №591, кг",Ивановская обл,Магазин 2,338.4,0.28,169.66
2017,11,17,Свои розничные магазины,Папка 1С,Рыбные консервы,Папка 1С,Кассир № 5,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9665, кг",Вологодская обл,Магазин 5,461.7,0.34,237.11
2017,11,17,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 1,ООО Розница,Товар,Розница,Внешние,л,"Товар №4892, л",Вологодская обл,Магазин 1,3201.26,31.0,1550.91
2017,11,17,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 3,ООО Розница,Товар,Розница,Внешние,л,"Товар №9661, л",Московская обл,Магазин 3,5093.22,43.5,2167.49
2017,11,17,Свои розничные магазины,Папка 1С,Свое производство,Происхождение,Кассир № 6,ООО Розница,Товар,Розница,Внешние,л,"Товар №517, л",Ивановская обл,Магазин 6,1104.95,8.5,576.64
2017,11,17,Свои розничные магазины,Папка 1С,Соки/воды,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,шт,"Товар №712, шт",Ярославская обл,Магазин 4,116.0,1.0,12.59
2017,11,17,Свои розничные магазины,Папка 1С,Хлеб,Папка 1С,Кассир № 2,ООО Розница,Товар,Розница,Внешние,кг,"Товар №9777, кг",Ивановская обл,Магазин 2,146.3,0.39,76.85
2017,11,17,Свои розничные магазины,Папка 1С,Хлеб,Папка 1С,Кассир № 8,ООО Розница,Товар,Розница,Внешние,кг,"Товар №11931, кг",Ярославская обл,Магазин 8,45.0,0.1,23.53
2017,11,17,Ярославская обл,Регион,Алкоголь,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,л,"Товар №9552, л",Ярославская обл,Магазин 4,604.96,5.5,300.91
2017,11,17,Ярославская обл,Регион,Бакалея,Категория,Кассир № 4,ООО Розница,Товар,Розница,Внешние,кг,"Товар №11035, кг",Ярославская обл,Магазин 4,35.0,0.1,19.0
2017,11,17,Ярославская обл,Регион,Импорт,Происхождение,Кассир № 8,ООО Розница,Товар,Розница,Внешние,л,"Товар №9542, л",Ярославская обл,Магазин 8,75.0,0.5,43.5
